상품명,색깔,카테고리,RGB,패턴재질,모양,계절,평균평점,스타일,종합점수
골져스 시스루블라우스,아이보리,셔츠/남방,"254, 255, 239",시스루,카라,겨울   ,4.246153846,하객룩,0
구르미 퍼프 셔링블라우스,핑크,블라우스,"255, 191, 202",무지,셔링,봄   ,4.375,섹시,0
그랑 레이스나시,블랙,민소매/나시,"0, 0, 0",레이스,나시,여름   ,5,러블리,0
그랑 레이스나시,아이보리,민소매/나시,"254, 255, 239",레이스,나시,여름   ,5,페미닌,0
그랑드 셔링 랩원피스(벨트set),베이지,미니원피스,"214, 208, 174",무지,랩,여름   ,4.9375,페미닌,0
그램 스커트(벨트set),그레이,미니스커트,"169, 169, 169",헤링본,A라인,가을 겨울  ,4.75,오피스,0
글래 귀걸이,블랙,귀걸이,"0,0,0",금속,큐빅,가을 겨울  ,4.6875,심플베이직,0
글레디 퍼프블라우스,퍼플,블라우스,"189, 163, 210",무지,퍼프,봄   ,4.235294118,러블리,0
글레인 헤어슈슈,아이보리,헤어 악세서리,254255239,무지,곱창,봄 여름  ,5,러블리,0
글로리아 귀걸이,골드,귀걸이,84110188,금속,메달형,봄 여름  ,4.573333333,로맨틱,0
기획특가♥웰데이 베이직셔츠,크림,셔츠/남방,"242, 237, 221",무지,언발,가을   ,4.573333333,러블리,0.06
기획특가♥웰데이 베이직셔츠(썸머.ver),네이비,셔츠/남방,"0, 0, 129",무지,단추,여름   ,4.573333333,심플베이직,-0.1
기획특가♥웰데이 베이직셔츠(썸머.ver),라이트퍼플,셔츠/남방,"210, 170, 224",무지,단추,여름   ,4.573333333,심플베이직,-0.1
기획특가♥웰데이 베이직셔츠(썸머.ver),블루그레이,셔츠/남방,"153, 169, 192",무지,단추,여름   ,4.573333333,심플베이직,-0.1
기획특가♥웰데이 베이직셔츠(썸머.ver),아이보리,셔츠/남방,"254, 255, 239",무지,단추,여름   ,4.573333333,심플베이직,-0.1
기획특가♥웰데이 베이직셔츠(썸머.ver),크림,셔츠/남방,"242, 237, 221",무지,단추,여름   ,4.573333333,심플베이직,-0.1
끌리에 퍼프 롱원피스,민트,롱원피스,"197, 216, 195",무지,퍼프,여름   ,5,심플베이직,-0.96
나리 스트링 플라워원피스,아이보리,롱원피스,"254, 255, 239",플라워,셔링,여름   ,4,하객룩,0
나스 뷔스티에롱원피스,베이지,롱원피스,"215, 177, 112",무지,뷔스티에,여름 가을  ,4,로맨틱,0
나이스 골지 롱스커트,블랙,롱스커트,"0, 0, 0",골지,셔링,가을   ,4.789473684,청순,0
나타 셔링스커트,스카이블루,미니스커트,"157, 193, 222",무지,셔링,여름   ,4.888888889,심플베이직,0
너로 트임스커트,블랙,미니스커트,"0, 0, 0",무지,트임,여름   ,4.333333333,페미닌,0
너로 트임스커트,아이보리,미니스커트,"254, 255, 239",무지,트임,여름   ,4.333333333,하객룩,0
노르이 배색 하프니트,블랙,니트/스웨터,"0, 0, 0",배색,핀턱,여름   ,4.722222222,하객룩,0
노르이 배색 하프니트,아이보리,니트/스웨터,"254, 255, 239",배색,핀턱,여름   ,4.722222222,러블리,0
노마 슬랙스,블랙,슬랙스,"0, 0, 0",무지,슬림,봄 여름 가을 ,2,러블리,0
노마드 베이직슬랙스,블랙,슬랙스,"0, 0, 0",무지,포켓,가을   ,4.8,심플베이직,0
노빌 트임 롱스커트,민트,롱스커트,"183, 214, 173",무지,트임,겨울   ,4.75,심플베이직,0
노빌 트임 롱스커트,블랙 ,롱스커트,"0, 0, 0",무지,트임,겨울   ,4.75,심플베이직,0
노아 입술넥티,스카이블루,티셔츠,"184, 214, 229",무지,입술넥,여름   ,4.3,심플베이직,0
노엘 시스루 리본블라우스,아이보리,블라우스,"254, 255, 239",시스루,리본,봄 여름  ,5,청순,0
노티브 반팔가디건,소라,가디건,"109, 171, 222",무지,브이넥,여름   ,4,청순,0
노티브 반팔가디건 ,소라,가디건,"109, 171, 222",무지,브이넥,여름   ,4,심플베이직,0
노티트 반팔가디건 ,소라,가디건,"109, 171, 222",무지,브이넥,여름   ,4,심플베이직,0
노티트 반팔가디건 ,소라,가디건,"109, 171, 222",0,가디건,   ,4,심플베이직,0
노팅힐 테일러드 롱코트(누빔안감),블랙,코트,"109,93,77",무지,단추,겨울   ,5,심플베이직,0
논노 꼬임목걸이,골드,목걸이,84110188,금속,목걸이,봄 여름 가을 겨울,4.833333333,심플베이직,0
뉴린 물결 골지나시,베이지,민소매/나시,"238, 218, 175",골지,스퀘어넥,여름   ,4.727272727,러블리,0
뉴린 물결 골지나시,화이트,민소매/나시,"255, 255, 255",골지,스퀘어넥,여름   ,4.727272727,청순,0
뉴빈 투버튼 하이숏팬츠,블랙,반바지,"0, 0, 0",무지,반바지,여름   ,5,청순,0
뉴어 스키니진,블루,스키니,"166, 192, 219",데님,슬림,봄 가을  ,5,심플베이직,0
뉴치 크롭 청자켓,블루,자켓,"122, 158, 214",데님,크롭,가을   ,4.535714286,캐주얼,0
뉴틴 브이롱 머메이드원피스,아이보리,롱원피스,"254, 255, 239",무지,머메이드,가을 겨울  ,4.888888889,캐주얼,0
니엘 코튼팬츠,블랙,일자바지,"0, 0, 0",무지,일자,봄 여름 가을 겨울,4.421052632,하객룩,0
니즌 목걸이,골드,목걸이,192192192,금속,목걸이,봄 여름 가을 겨울,4.318181818,심플베이직,0
니즌 목걸이,실버,목걸이,84110188,금속,목걸이,   ,4.318181818,러블리,0
다비드 스트라이프셔츠,블루,셔츠/남방,"113, 164, 201",스트라이프,카라,봄 여름 겨울 ,5,러블리,0
다샤 헤어밴드,베이지,헤어 악세서리,204172148,무지,곱창,봄 여름 가을 겨울,4.555555556,캐주얼,0
다오 레오파드 롱스커트,브라운,롱스커트,"184, 155, 96",레오파드,플레어,겨울   ,4.782608696,청순,0
다트 브이골지니트,연그린,니트/스웨터,"167, 190, 177",골지,브이넥,여름 가을  ,4.5,섹시,0
단독)블랑 골지꼬임니트,모카,니트/스웨터,"159, 125, 118",골지,꼬임,봄 가을  ,4.736842105,심플베이직,0
단독)블랑 골지꼬임니트,블랙,니트/스웨터,"0, 0, 0",골지,꼬임,봄 가을  ,4.736842105,심플베이직,0
단독)블랑 골지꼬임니트,아이보리,니트/스웨터,"254, 255, 239",골지,꼬임,봄 가을  ,4.736842105,심플베이직,0
더난 여리핏 시스루훌셔츠,아이보리,셔츠/남방,"254, 255, 239",시스루,플레어,봄 여름  ,4.727272727,심플베이직,-1.27
더스 체크프릴스커트,레드브라운,미니스커트,"190, 132, 97",체크,프릴,봄   ,4,청순,0
더제 스키니진,블랙,스키니,"0, 0, 0",무지,슬림,봄 가을  ,5,청순,0
데번 꽈배기니트,브라운,니트/스웨터,"151, 123, 54",꽈배기,단추,봄 가을  ,4.673076923,청순,0
데뷰 기모셔츠원피스(벨트set),아이보리,미니원피스,"254, 255, 239",무지,브이넥,겨울   ,5,캐주얼,0
데브 블라우스,베이지,블라우스,"217, 205, 173",무지,프릴,겨울   ,5,심플베이직,0
데센트 타이 롱원피스,아이보리,롱원피스,"254, 255, 239",플라워,셔링,가을   ,4.5,청순,0
데이 단추 여름니트,블랙,니트/스웨터,"0, 0, 0",시스루,단추,봄 여름  ,4.423076923,청순,0
데이 단추 여름니트,화이트,니트/스웨터,"255, 255, 255",시스루,단추,봄 여름  ,4.423076923,심플베이직,0
데이로우 나시&가디건set,그레이,가디건,"169, 169, 169",골지,라운드넥,봄 가을  ,4.892857143,심플베이직,-0.09
데이로우 나시&가디건set,아이보리,가디건,"254, 255, 239",골지,라운드넥,봄 가을  ,4.892857143,심플베이직,-0.09
데이먼 슬림일자 코튼팬츠,아이보리,일자바지,"254, 255, 239",무지,슬림,봄 가을  ,4.765957447,심플베이직,-0.04
델로니 핀턱 랩스커트,아이보리,미니스커트,"254, 255, 239",무지,핀턱,봄   ,4.090909091,청순,0
델리안 뷔스티에 롱원피스,블랙,롱원피스,"0, 0, 0",무지,뷔스티에,가을   ,4.933333333,캐주얼,0
도니 밴딩 셔링스커트,블랙,미니스커트,"0, 0, 0",무지,셔링,   ,4.933333333,심플베이직,0
도레 린넨스커트,블랙,미니스커트,"0, 0, 0",린넨,랩,   ,4.666666667,섹시,0
도르 목걸이,골드,목걸이,84110188,금속,목걸이,봄 여름 가을 겨울,4.666666667,모던시크,0
도버 셔링 브라탑 (캡내장),베이지,민소매/나시,"238, 218, 175",무지,브라탑,   ,4.4,심플베이직,0
도버 셔링 브라탑 (캡내장),블루,민소매/나시,"0, 1, 252",무지,브라탑,   ,4.4,심플베이직,0
도버 셔링 브라탑 (캡내장),아이보리,민소매/나시,"254, 255, 239",무지,브라탑,   ,4.4,심플베이직,0
도얼 브이골지니트,블랙,니트/스웨터,"0, 0, 0",골지,브이넥,   ,4.380952381,심플베이직,0
도즈 헤어밴드,연브라운,헤어 악세서리,"143,82,38",무지,헤어밴드,봄 여름 가을 겨울,5,심플베이직,0
도즐 헤어밴드,베이지,헤어 악세서리,204172148,무지,헤어밴드,봄 여름 가을 겨울,3.666666667,청순,0
도터스 트임 미니스커트,블랙,미니스커트,"0, 0, 0",무지,트임,겨울   ,4.842105263,청순,0
도터스 트임 미니스커트,차콜,미니스커트,"107, 107, 107",무지,트임,겨울   ,4.842105263,하객룩,0
도하 포켓 셔츠 블라우스,스카이블루,블라우스,"171, 189, 203",무지,포켓,가을   ,4.888888889,하객룩,0
두잉 물결 크롭가디건,스카이블루,가디건,"168, 202, 229",무지,크롭,봄 여름  ,4.777777778,모던시크,0
두잉 물결나시,베이지,민소매/나시,"238, 218, 175",골지,나시,봄 여름  ,4.666666667,청순,0
듀즈 물결 폴라티,민트,티셔츠,"170, 241, 227",시스루,폴라,겨울   ,4.333333333,심플베이직,0
드런 퍼자켓,아이보리,자켓,"236, 236, 236",퍼,자켓,   ,4.588235294,섹시,0
드로우 진주링set,골드,반지,84110188,금속,반지,봄 여름 가을 겨울,4.5,러블리,0
드만 숄더백,코코아,숄더백,255255255,무지,숄더백,봄 여름 가을 겨울,4.555555556,심플베이직,0
드유 브이 셔링티,블랙,티셔츠,"0, 0, 0",무지,셔링,봄 가을  ,4.741935484,심플베이직,0
드유 브이 셔링티,아이보리,티셔츠,"254, 255, 239",무지,셔링,봄 가을  ,4.741935484,섹시,0
드유 브이 셔링티,연베이지,티셔츠,"225, 204, 164",무지,셔링,봄 가을  ,4.741935484,섹시,0
디안 큐빅귀걸이,실버,귀걸이,192192192,금속,큐빅,봄 여름 가을 겨울,4.818181818,섹시,0.07
디앤 스퀘어원피스,카키,미니원피스,"133, 157, 128",골지,스퀘어넥,봄 여름  ,4.333333333,심플베이직,-0.06
디앤 스퀘어원피스,핑크,미니원피스,"255, 191, 202",골지,스퀘어넥,봄 여름  ,4.333333333,섹시,-0.06
디어스 라운드 울자켓,크림,자켓,"244, 243, 237",배색,플리츠,가을   ,5,섹시,0
디엘 브이니트,그레이,니트/스웨터,"169, 169, 169",하찌,브이넥,가을   ,4.578125,심플베이직,0
디엘 브이니트,아이보리,니트/스웨터,"254, 255, 239",하찌,브이넥,가을   ,4.578125,캐주얼,0
디젤 세미 부츠컷팬츠,블루,부츠컷,"152, 182, 215",데님,부츠컷,봄 여름  ,4.8,캐주얼,0
디퍼 오버핏 브이가디건,크림,가디건,"230, 227, 215",무지,브이넥,가을   ,4.52173913,캐주얼,0
디프 숄더백,브라운,숄더백,"135, 76, 12",무지,숄더백,봄 여름 가을 겨울,4.4,러블리,0
디프니 골지 꼬임티,라이트퍼플,티셔츠,"222, 198, 229",골지,꼬임,가을   ,4.555555556,심플베이직,0
디프니 골지 꼬임티,아이보리,티셔츠,"254, 255, 239",골지,꼬임,가을   ,4.555555556,섹시,0
디피 데미지 숏팬츠,블루,반바지,"69, 138, 190",데님,반바지,여름   ,4.444444444,섹시,0
딘디 플리츠 미니스커트,진베이지,미니스커트,"191, 173, 152",무지,플리츠,가을   ,4.352941176,캐주얼,0
딜런 브이니트(기획특가),베이지,니트/스웨터,"223, 211, 199",무지,브이넥,가을 겨울  ,4,러블리,0
딜런 브이니트(기획특가),피치,니트/스웨터,"224, 184, 183",무지,브이넥,가을 겨울  ,4,심플베이직,0
라비앙 프릴블라우스,핑크,블라우스,"255, 191, 202",무지,프릴,봄 가을  ,4.64,심플베이직,0
라이 크롭 여름니트,그레이,니트/스웨터,"169, 169, 169",무지,크롭,봄 여름  ,4.703703704,로맨틱,0
라이 크롭 여름니트,베이지,니트/스웨터,"223, 211, 199",무지,크롭,봄 여름  ,4.703703704,청순,0
라이 크롭 여름니트,아이보리,니트/스웨터,"254, 255, 239",무지,크롭,봄 여름  ,4.703703704,청순,0
라이크 루즈핏 맨투맨,그레이,맨투맨/스웨트셔츠,"169, 169, 169",무지,라운드넥,가을 겨울  ,4.142857143,청순,0
라이크 루즈핏 맨투맨,아이보리,맨투맨/스웨트셔츠,"254, 255, 239",무지,라운드넥,가을 겨울  ,4.142857143,캐주얼,0
라이키 슬림 일자팬츠,라이트블루,일자바지,"169, 209, 230",데님,슬림,봄 가을  ,4.833333333,캐주얼,0
라이키 슬림 일자팬츠,라이트블루 ,일자바지,"169, 209, 230",데님,슬림,봄 가을  ,4.833333333,심플베이직,0
라이트 니트 롱원피스,베이지,롱원피스,"215, 177, 112",골지,브이넥,여름   ,4.472222222,심플베이직,0
라제인 부츠컷팬츠,블랙,부츠컷,"0, 0, 0",무지,부츠컷,봄 여름 가을 ,5,섹시,-0.01
라제인 부츠컷팬츠,아이보리,부츠컷,"254, 255, 239",무지,부츠컷,봄 여름 가을 ,5,청순,-0.01
라트 셔츠원피스(벨트set),스카이블루,미니원피스,"145, 197, 223",무지,카라,봄 여름  ,4.463768116,청순,-0.82
라트 셔츠원피스(벨트set),아이보리,미니원피스,"254, 255, 239",무지,카라,봄 여름  ,4.463768116,러블리,-0.82
랠리 헤어핀,골드,헤어 악세서리,84110188,금속,헤어핀,봄 여름 가을 겨울,4.333333333,러블리,0
램지 토트백,블랙,토트백,"0, 0, 0",무지,토트백,봄 여름 가을 겨울,5,청순,0
러번 세미 부츠컷팬츠,아이보리,부츠컷,"254, 255, 239",무지,부츠컷,봄 가을  ,5,심플베이직,0
러빙미 셔링 블라우스,아이보리,블라우스,"254, 255, 239",무지,셔링,가을   ,4.615384615,심플베이직,0
러빙미 셔링 블라우스,핑크,블라우스,"255, 191, 202",무지,셔링,가을   ,4.615384615,러블리,0
러스크 니트 롱스커트,블랙,롱스커트,"0, 0, 0",무지,트임,겨울   ,4.743589744,러블리,0
러스크 니트 롱스커트,아이보리,롱스커트,"254, 255, 239",무지,트임,겨울   ,4.743589744,청순,0
러지 스커트,아이보리,미니스커트,"254, 255, 239",무지,H라인,봄 여름  ,4,청순,0
러티 린넨 꼬임티셔츠,피치,티셔츠,"245, 199, 178",무지,꼬임,봄 여름  ,5,심플베이직,0
런더너 부츠컷팬츠,블루,부츠컷,"137, 168, 183",데님,부츠컷,봄 가을  ,4.75,심플베이직,0
런스 골지 나시&랩티set,핑크,민소매/나시,"231, 191, 192",무지,나시,봄 가을  ,5,심플베이직,0
레브 니트롱스커트(기획특가),베이지,롱스커트,"209, 201, 161",무지,밴딩,겨울   ,4.666666667,캐주얼,0
레브 니트롱스커트(기획특가),블랙,롱스커트,"0, 0, 0",무지,밴딩,겨울   ,4.666666667,캐주얼,0
레빗 플로럴 미니스커트,아이보리,미니스커트,"254, 255, 239",플라워,A라인,봄   ,4.7,캐주얼,0
레스티 슬릿 일자팬츠,블루,일자바지,"128, 163, 207",데님,일자,봄 가을  ,4.909090909,하객룩,-0.09
레슬리 셔링 미니스커트,백멜란지,미니스커트,"222, 222, 222",무지,셔링,봄   ,4.75,심플베이직,0
레슬리 셔링 미니스커트,블랙,미니스커트,"0, 0, 0",무지,셔링,봄   ,4.75,페미닌,0
레이크 귀걸이,연핑크,귀걸이,214202206,금속,메달형,봄 여름 가을 겨울,5,페미닌,0
레터 꼬임티셔츠,핑크,티셔츠,"255, 191, 202",무지,꼬임,여름   ,4.444444444,섹시,0
레트 스퀘어 플라워원피스,블루,미디원피스,"130, 152, 195",플라워,스퀘어넥,봄 여름  ,4.388888889,심플베이직,0
렘므 보트넥 셔링티,아이보리,민소매/나시,"254, 255, 239",무지,보트넥,여름   ,4.714285714,러블리,-0.11
로드니 훌 치마바지,블랙,미니스커트,"0, 0, 0",무지,밴딩,여름   ,5,모던시크,0.07
로드니 훌 치마바지,화이트,미니스커트,"255, 255, 255",무지,밴딩,여름   ,5,캐주얼,0.07
로떼 양브이니트,블랙,니트/스웨터,"0, 0, 0",무지,브이넥,가을 겨울  ,5,캐주얼,0
로레인 스퀘어 하프니트,옐로우,니트/스웨터,"253, 235, 0",무지,스퀘어넥,여름   ,4.583333333,청순,0
로로 스퀘어 플라워원피스,스카이블루,롱원피스,"163, 219, 231",플라워,스퀘어넥,여름   ,5,청순,0
"로먼 그레이쉬 슬림일자팬츠(숏,롱.ver)",그레이쉬블루,스키니,"168, 175, 178",데님,슬림,봄 가을  ,4.563218391,러블리,0
로미오 시스루 퍼프블라우스,라이트베이지,블라우스,"254, 255, 239",시스루,퍼프,봄 여름  ,4.818181818,심플베이직,-0.21
로미오 시스루 퍼프블라우스,블랙,블라우스,"0, 0, 0",시스루,퍼프,봄 여름  ,4.818181818,페미닌,-0.21
로벤 니트롱원피스,브라운,롱원피스,"147, 128, 94",무지,트임,가을   ,4,페미닌,0
로브스 이어링,골드,귀걸이,84110188,금속,메달형,봄 여름 가을 겨울,5,모던시크,0
로아 울미니스커트,베이지,미니스커트,"221, 219, 200",무지,핀턱,봄 가을 겨울 ,5,심플베이직,0
로앤느 쉬폰 롱원피스,스카이블루,롱원피스,"163, 219, 231",플라워,쉬폰,봄 여름  ,4.727272727,심플베이직,-0.08
로에르 진주버튼 원피스,블랙 ,미디원피스,"0, 0, 0",무지,단추,가을 겨울  ,4.705882353,청순,0
로에르 진주버튼 원피스,핑크,미디원피스,"255, 186, 187",무지,단추,가을 겨울  ,4.705882353,청순,0
